code,name,level,parent
D08AE01,hexachlorophene,5,D08AE
D08AE02,policresulen,5,D08AE
D08AE03,phenol,5,D08AE
D08AE04,triclosan,5,D08AE
D08AE05,chloroxylenol,5,D08AE
D08AE06,biphenylol,5,D08AE
D08AF01,nitrofural,5,D08AF
D08AG01,iodine/octylphenoxypolyglycolether,5,D08AG
D08AG02,povidone-iodine,5,D08AG
D08AG03,iodine,5,D08AG
D08AG04,diiodohydroxypropane,5,D08AG
D08AH01,dequalinium,5,D08AH
D08AH02,chlorquinaldol,5,D08AH
D08AH03,oxyquinoline,5,D08AH
D08AH30,clioquinol,5,D08AH
D08AJ01,benzalkonium,5,D08AJ
D08AJ02,cetrimonium,5,D08AJ
D08AJ03,cetylpyridinium,5,D08AJ
D08AJ04,cetrimide,5,D08AJ
D08AJ05,benzoxonium chloride,5,D08AJ
D08AJ06,didecyldimethylammonium chloride,5,D08AJ
D08AJ08,benzethonium chloride,5,D08AJ
D08AJ10,decamethoxine,5,D08AJ
D08AJ57,"octenidine, combinations",5,D08AJ
D08AJ58,"benzethonium chloride, combinations",5,D08AJ
D08AJ59,"dodeclonium bromide, combinations",5,D08AJ
D08AK01,mercuric amidochloride,5,D08AK
D08AK02,phenylmercuric borate,5,D08AK
D08AK03,mercuric chloride,5,D08AK
D08AK04,merbromin,5,D08AK
D08AK05,"mercury, metallic",5,D08AK
D08AK06,thiomersal,5,D08AK
D08AK30,mercuric iodide,5,D08AK
D08AL01,silver nitrate,5,D08AL
D08AL30,silver,5,D08AL
D08AX01,hydrogen peroxide,5,D08AX
D08AX02,eosin,5,D08AX
D08AX03,propanol,5,D08AX
D08AX04,tosylchloramide sodium,5,D08AX
D08AX05,isopropanol,5,D08AX
D08AX06,potassium permanganate,5,D08AX
D08AX07,sodium hypochlorite,5,D08AX
D08AX08,ethanol,5,D08AX
D08AX53,"propanol, combinations",5,D08AX
D09AA01,framycetin,5,D09AA
D09AA02,fusidic acid,5,D09AA
D09AA03,nitrofural,5,D09AA
D09AA04,phenylmercuric nitrate,5,D09AA
D09AA05,benzododecinium,5,D09AA
D09AA06,triclosan,5,D09AA
D09AA07,cetylpyridinium,5,D09AA
D09AA08,aluminium chlorohydrate,5,D09AA
D09AA09,povidone-iodine,5,D09AA
D09AA10,clioquinol,5,D09AA
D09AA11,benzalkonium,5,D09AA
D09AA12,chlorhexidine,5,D09AA
D09AA13,iodoform,5,D09AA
D09AB01,zinc bandage without supplements,5,D09AB
D09AB02,zinc bandage with supplements,5,D09AB
D10AA01,fluorometholone,5,D10AA
D10AA02,methylprednisolone,5,D10AA
D10AA03,dexamethasone,5,D10AA
D10AB01,bithionol,5,D10AB
D10AB02,sulfur,5,D10AB
D10AB03,tioxolone,5,D10AB
D10AB05,mesulfen,5,D10AB
D10AD01,tretinoin,5,D10AD
D10AD02,retinol,5,D10AD
D10AD03,adapalene,5,D10AD
D10AD04,isotretinoin,5,D10AD
D10AD05,motretinide,5,D10AD
D10AD06,trifarotene,5,D10AD
D10AD51,"tretinoin, combinations",5,D10AD
D10AD53,"adapalene, combinations",5,D10AD
D10AD54,"isotretinoin, combinations",5,D10AD
D10AE01,benzoyl peroxide,5,D10AE
D10AE51,"benzoyl peroxide, combinations",5,D10AE
D10AF01,clindamycin,5,D10AF
D10AF02,erythromycin,5,D10AF
D10AF03,chloramphenicol,5,D10AF
D10AF04,meclocycline,5,D10AF
D10AF05,nadifloxacin,5,D10AF
D10AF06,sulfacetamide,5,D10AF
D10AF07,minocycline,5,D10AF
D10AF51,"clindamycin, combinations",5,D10AF
D10AF52,"erythromycin, combinations",5,D10AF
D10AX01,aluminium chloride,5,D10AX
D10AX02,resorcinol,5,D10AX
D10AX03,azelaic acid,5,D10AX
D10AX04,aluminium oxide,5,D10AX
D10AX05,dapsone,5,D10AX
D10AX30,various combinations,5,D10AX
D10BA01,isotretinoin,5,D10BA
D10BX01,ichtasol,5,D10BX
D11AA01,glycopyrronium,5,D11AA
D11AC01,cetrimide,5,D11AC
D11AC02,cadmium compounds,5,D11AC
D11AC03,selenium compounds,5,D11AC
D11AC06,povidone-iodine,5,D11AC
D11AC08,sulfur compounds,5,D11AC
D11AC09,xenysalate,5,D11AC
D11AC30,others,5,D11AC
D11AE01,metandienone,5,D11AE
D11AH01,tacrolimus,5,D11AH
D11AH02,pimecrolimus,5,D11AH
D11AH03,cromoglicic acid,5,D11AH
D11AH04,alitretinoin,5,D11AH
D11AH05,dupilumab,5,D11AH
D11AH06,crisaborole,5,D11AH
D11AH07,tralokinumab,5,D11AH
D11AX01,minoxidil,5,D11AX
D11AX02,gamolenic acid,5,D11AX
D11AX03,calcium gluconate,5,D11AX
D11AX04,lithium succinate,5,D11AX
D11AX05,magnesium sulfate,5,D11AX
D11AX06,mequinol,5,D11AX
D11AX08,tiratricol,5,D11AX
D11AX09,oxaceprol,5,D11AX
D11AX10,finasteride,5,D11AX
D11AX11,hydroquinone,5,D11AX
D11AX12,pyrithione zinc,5,D11AX
D11AX13,monobenzone,5,D11AX
D11AX16,eflornithine,5,D11AX
D11AX18,diclofenac,5,D11AX
D11AX21,brimonidine,5,D11AX
D11AX22,ivermectin,5,D11AX
D11AX23,aminobenzoate potassium,5,D11AX
D11AX24,deoxycholic acid,5,D11AX
D11AX25,hydrogen peroxide,5,D11AX
D11AX26,caffeine,5,D11AX
D11AX52,"gamolenic acid, combinations",5,D11AX
D11AX57,"collagen, combinations",5,D11AX
G01AA01,nystatin,5,G01AA
G01AA02,natamycin,5,G01AA
G01AA03,amphotericin B,5,G01AA
G01AA04,candicidin,5,G01AA
G01AA05,chloramphenicol,5,G01AA
G01AA06,hachimycin,5,G01AA
G01AA07,oxytetracycline,5,G01AA
G01AA08,carfecillin,5,G01AA
G01AA09,mepartricin,5,G01AA
G01AA10,clindamycin,5,G01AA
G01AA11,pentamycin,5,G01AA
G01AA51,"nystatin, combinations",5,G01AA
G01AB01,acetarsol,5,G01AB
G01AC01,diiodohydroxyquinoline,5,G01AC
G01AC02,clioquinol,5,G01AC
G01AC03,chlorquinaldol,5,G01AC
G01AC05,dequalinium,5,G01AC
G01AC06,broxyquinoline,5,G01AC
G01AC30,oxyquinoline,5,G01AC
G01AD01,lactic acid,5,G01AD
G01AD02,acetic acid,5,G01AD
G01AD03,ascorbic acid,5,G01AD
G01AE01,sulfatolamide,5,G01AE
G01AE10,combinations of sulfonamides,5,G01AE
G01AF01,metronidazole,5,G01AF
G01AF02,clotrimazole,5,G01AF
G01AF04,miconazole,5,G01AF
G01AF05,econazole,5,G01AF
G01AF06,ornidazole,5,G01AF
G01AF07,isoconazole,5,G01AF
G01AF08,tioconazole,5,G01AF
G01AF11,ketoconazole,5,G01AF
G01AF12,fenticonazole,5,G01AF
G01AF13,azanidazole,5,G01AF
G01AF14,propenidazole,5,G01AF
G01AF15,butoconazole,5,G01AF
G01AF16,omoconazole,5,G01AF
G01AF17,oxiconazole,5,G01AF
G01AF18,flutrimazole,5,G01AF
G01AF19,sertaconazole,5,G01AF
G01AF20,combinations of imidazole derivatives,5,G01AF
G01AF55,"econazole, combinations",5,G01AF
G01AG02,terconazole,5,G01AG
G01AX01,clodantoin,5,G01AX
G01AX02,inosine,5,G01AX
G01AX03,policresulen,5,G01AX
G01AX05,nifuratel,5,G01AX
G01AX06,furazolidone,5,G01AX
G01AX09,methylrosaniline,5,G01AX
G01AX11,povidone-iodine,5,G01AX
G01AX12,ciclopirox,5,G01AX
G01AX13,protiofate,5,G01AX
G01AX14,lactobacillus,5,G01AX
G01AX15,copper usnate,5,G01AX
G01AX16,hexetidine,5,G01AX
G01AX17,dapivirine,5,G01AX
G01AX66,"octenidine, combinations",5,G01AX
G02AB01,methylergometrine,5,G02AB
G02AB02,ergot alkaloids,5,G02AB
G02AB03,ergometrine,5,G02AB
G02AC01,methylergometrine and oxytocin,5,G02AC
G02AD01,dinoprost,5,G02AD
G02AD02,dinoprostone,5,G02AD
G02AD03,gemeprost,5,G02AD
G02AD04,carboprost,5,G02AD
G02AD05,sulprostone,5,G02AD
G02AD06,misoprostol,5,G02AD
G02BA01,plastic IUD,5,G02BA
G02BA02,plastic IUD with copper,5,G02BA
G02BA03,plastic IUD with progestogen,5,G02BA
G02BB01,vaginal ring with progestogen and estrogen,5,G02BB
G02BB02,vaginal ring with progestogen,5,G02BB
G02CA01,ritodrine,5,G02CA
G02CA02,buphenine,5,G02CA
G02CA03,fenoterol,5,G02CA
G02CB01,bromocriptine,5,G02CB
G02CB02,lisuride,5,G02CB
G02CB03,cabergoline,5,G02CB
G02CB04,quinagolide,5,G02CB
G02CB05,metergoline,5,G02CB
G02CB06,terguride,5,G02CB
G02CC01,ibuprofen,5,G02CC
G02CC02,naproxen,5,G02CC
G02CC03,benzydamine,5,G02CC
G02CC04,flunoxaprofen,5,G02CC
G02CX01,atosiban,5,G02CX
G02CX02,flibanserin,5,G02CX
G02CX03,Agni casti fructus,5,G02CX
G02CX04,Cimicifugae rhizoma,5,G02CX
G02CX05,bremelanotide,5,G02CX
G03AA01,etynodiol and ethinylestradiol,5,G03AA
G03AA02,quingestanol and ethinylestradiol,5,G03AA
G03AA03,lynestrenol and ethinylestradiol,5,G03AA
G03AA04,megestrol and ethinylestradiol,5,G03AA
G03AA05,norethisterone and ethinylestradiol,5,G03AA
G03AA06,norgestrel and ethinylestradiol,5,G03AA
G03AA07,levonorgestrel and ethinylestradiol,5,G03AA
G03AA08,medroxyprogesterone and ethinylestradiol,5,G03AA
G03AA09,desogestrel and ethinylestradiol,5,G03AA
G03AA10,gestodene and ethinylestradiol,5,G03AA
G03AA11,norgestimate and ethinylestradiol,5,G03AA
G03AA12,drospirenone and ethinylestradiol,5,G03AA
G03AA13,norelgestromin and ethinylestradiol,5,G03AA
G03AA14,nomegestrol and estradiol,5,G03AA
G03AA15,chlormadinone and ethinylestradiol,5,G03AA
G03AA16,dienogest and ethinylestradiol,5,G03AA
G03AA17,medroxyprogesterone and estradiol,5,G03AA
G03AA18,drospirenone and estetrol,5,G03AA
G03AB01,megestrol and ethinylestradiol,5,G03AB
G03AB02,lynestrenol and ethinylestradiol,5,G03AB
G03AB03,levonorgestrel and ethinylestradiol,5,G03AB
G03AB04,norethisterone and ethinylestradiol,5,G03AB
G03AB05,desogestrel and ethinylestradiol,5,G03AB
G03AB06,gestodene and ethinylestradiol,5,G03AB
G03AB07,chlormadinone and ethinylestradiol,5,G03AB
G03AB08,dienogest and estradiol,5,G03AB
G03AB09,norgestimate and ethinylestradiol,5,G03AB
G03AC01,norethisterone,5,G03AC
G03AC02,lynestrenol,5,G03AC
G03AC03,levonorgestrel,5,G03AC
G03AC04,quingestanol,5,G03AC
G03AC05,megestrol,5,G03AC
G03AC06,medroxyprogesterone,5,G03AC
G03AC07,norgestrienone,5,G03AC
G03AC08,etonogestrel,5,G03AC
G03AC09,desogestrel,5,G03AC
G03AC10,drospirenone,5,G03AC
G03AD01,levonorgestrel,5,G03AD
G03AD02,ulipristal,5,G03AD
G03BA01,fluoxymesterone,5,G03BA
G03BA02,methyltestosterone,5,G03BA
G03BA03,testosterone,5,G03BA
G03BB01,mesterolone,5,G03BB
G03BB02,androstanolone,5,G03BB
G03CA01,ethinylestradiol,5,G03CA
G03CA03,estradiol,5,G03CA
G03CA04,estriol,5,G03CA
G03CA06,chlorotrianisene,5,G03CA
G03CA07,estrone,5,G03CA
G03CA09,promestriene,5,G03CA
G03CA53,"estradiol, combinations",5,G03CA
G03CA57,conjugated estrogens,5,G03CA
G03CB01,dienestrol,5,G03CB
G03CB02,diethylstilbestrol,5,G03CB
G03CB03,methallenestril,5,G03CB
G03CB04,moxestrol,5,G03CB
G03CC02,dienestrol,5,G03CC
G03CC03,methallenestril,5,G03CC
G03CC04,estrone,5,G03CC
G03CC05,diethylstilbestrol,5,G03CC
G03CC06,estriol,5,G03CC
G03CC07,conjugated estrogens and bazedoxifene,5,G03CC
G03CX01,tibolone,5,G03CX
G03DA01,gestonorone,5,G03DA
G03DA02,medroxyprogesterone,5,G03DA
G03DA03,hydroxyprogesterone,5,G03DA
G03DA04,progesterone,5,G03DA
G03DB01,dydrogesterone,5,G03DB
G03DB02,megestrol,5,G03DB
G03DB03,medrogestone,5,G03DB
G03DB04,nomegestrol,5,G03DB
G03DB05,demegestone,5,G03DB
G03DB06,chlormadinone,5,G03DB
G03DB07,promegestone,5,G03DB
G03DB08,dienogest,5,G03DB
G03DC01,allylestrenol,5,G03DC
G03DC02,norethisterone,5,G03DC
G03DC03,lynestrenol,5,G03DC
G03DC04,ethisterone,5,G03DC
G03DC06,etynodiol,5,G03DC
G03DC31,methylestrenolone,5,G03DC
G03EA01,methyltestosterone and estrogen,5,G03EA
G03EA02,testosterone and estrogen,5,G03EA
G03EA03,prasterone and estrogen,5,G03EA
G03EK01,methyltestosterone,5,G03EK
G03FA01,norethisterone and estrogen,5,G03FA
G03FA02,hydroxyprogesterone and estrogen,5,G03FA
G03FA03,ethisterone and estrogen,5,G03FA
G03FA04,progesterone and estrogen,5,G03FA
G03FA05,methylnortestosterone and estrogen,5,G03FA
G03FA06,etynodiol and estrogen,5,G03FA
G03FA07,lynestrenol and estrogen,5,G03FA
G03FA08,megestrol and estrogen,5,G03FA
G03FA09,noretynodrel and estrogen,5,G03FA
G03FA10,norgestrel and estrogen,5,G03FA
G03FA11,levonorgestrel and estrogen,5,G03FA
G03FA12,medroxyprogesterone and estrogen,5,G03FA
G03FA13,norgestimate and estrogen,5,G03FA
G03FA14,dydrogesterone and estrogen,5,G03FA
G03FA15,dienogest and estrogen,5,G03FA
G03FA16,trimegestone and estrogen,5,G03FA
G03FA17,drospirenone and estrogen,5,G03FA
G03FB01,norgestrel and estrogen,5,G03FB
G03FB02,lynestrenol and estrogen,5,G03FB
G03FB03,chlormadinone and estrogen,5,G03FB
G03FB04,megestrol and estrogen,5,G03FB
G03FB05,norethisterone and estrogen,5,G03FB
G03FB06,medroxyprogesterone and estrogen,5,G03FB
G03FB07,medrogestone and estrogen,5,G03FB
G03FB08,dydrogesterone and estrogen,5,G03FB
G03FB09,levonorgestrel and estrogen,5,G03FB
G03FB10,desogestrel and estrogen,5,G03FB
G03FB11,trimegestone and estrogen,5,G03FB
G03FB12,nomegestrol and estrogen,5,G03FB
G03GA01,chorionic gonadotrophin,5,G03GA
G03GA02,human menopausal gonadotrophin,5,G03GA
G03GA03,serum gonadotrophin,5,G03GA
G03GA04,urofollitropin,5,G03GA
G03GA05,follitropin alfa,5,G03GA
G03GA06,follitropin beta,5,G03GA
G03GA07,lutropin alfa,5,G03GA
G03GA08,choriogonadotropin alfa,5,G03GA
G03GA09,corifollitropin alfa,5,G03GA
G03GA10,follitropin delta,5,G03GA
G03GA30,combinations,5,G03GA
G03GB01,cyclofenil,5,G03GB
G03GB02,clomifene,5,G03GB
G03GB03,epimestrol,5,G03GB
G03HA01,cyproterone,5,G03HA
G03HB01,cyproterone and estrogen,5,G03HB
G03XA01,danazol,5,G03XA
G03XA02,gestrinone,5,G03XA
G03XB01,mifepristone,5,G03XB
G03XB02,ulipristal,5,G03XB
G03XB51,"mifepristone, combinations",5,G03XB
G03XC01,raloxifene,5,G03XC
G03XC02,bazedoxifene,5,G03XC
G03XC03,lasofoxifene,5,G03XC
G03XC04,ormeloxifene,5,G03XC
G03XC05,ospemifene,5,G03XC
G03XX01,prasterone,5,G03XX
G04BA01,ammonium chloride,5,G04BA
G04BA03,calcium chloride,5,G04BA
G04BD01,emepronium,5,G04BD
G04BD02,flavoxate,5,G04BD
G04BD03,meladrazine,5,G04BD
G04BD04,oxybutynin,5,G04BD
G04BD05,terodiline,5,G04BD
G04BD06,propiverine,5,G04BD
G04BD07,tolterodine,5,G04BD
G04BD08,solifenacin,5,G04BD
G04BD09,trospium,5,G04BD
G04BD10,darifenacin,5,G04BD
G04BD11,fesoterodine,5,G04BD
G04BD12,mirabegron,5,G04BD
G04BD13,desfesoterodine,5,G04BD
G04BE01,alprostadil,5,G04BE
G04BE02,papaverine,5,G04BE
G04BE03,sildenafil,5,G04BE
G04BE04,yohimbine,5,G04BE
G04BE06,moxisylyte,5,G04BE
G04BE07,apomorphine,5,G04BE
G04BE08,tadalafil,5,G04BE
G04BE09,vardenafil,5,G04BE
G04BE10,avanafil,5,G04BE
G04BE11,udenafil,5,G04BE
G04BE30,combinations,5,G04BE
G04BE52,"papaverine, combinations",5,G04BE
G04BX01,magnesium hydroxide,5,G04BX
G04BX03,acetohydroxamic acid,5,G04BX
G04BX06,phenazopyridine,5,G04BX
G04BX10,succinimide,5,G04BX
G04BX11,collagen,5,G04BX
G04BX12,phenyl salicylate,5,G04BX
G04BX13,dimethyl sulfoxide,5,G04BX
G04BX14,dapoxetine,5,G04BX
G04BX15,pentosan polysulfate sodium,5,G04BX
G04BX16,tiopronin,5,G04BX
G04CA01,alfuzosin,5,G04CA
G04CA02,tamsulosin,5,G04CA
G04CA03,terazosin,5,G04CA
G04CA04,silodosin,5,G04CA
G04CA51,alfuzosin and finasteride,5,G04CA
G04CA52,tamsulosin and dutasteride,5,G04CA
G04CA53,tamsulosin and solifenacin,5,G04CA
G04CA54,tamsulosin and tadalafil,5,G04CA
G04CB01,finasteride,5,G04CB
G04CB02,dutasteride,5,G04CB
G04CX01,Prunus africanae cortex,5,G04CX
G04CX02,Sabalis serrulatae fructus,5,G04CX
G04CX03,mepartricin,5,G04CX
G04CX04,fexapotide,5,G04CX
H01AA01,corticotropin,5,H01AA
H01AA02,tetracosactide,5,H01AA
H01AB01,thyrotropin alfa,5,H01AB
H01AC01,somatropin,5,H01AC
H01AC02,somatrem,5,H01AC
H01AC03,mecasermin,5,H01AC
H01AC04,sermorelin,5,H01AC
H01AC05,mecasermin rinfabate,5,H01AC
H01AC06,tesamorelin,5,H01AC
H01AC07,somapacitan,5,H01AC
H01AX01,pegvisomant,5,H01AX
H01BA01,vasopressin (argipressin),5,H01BA
H01BA02,desmopressin,5,H01BA
H01BA03,lypressin,5,H01BA
H01BA04,terlipressin,5,H01BA
H01BA05,ornipressin,5,H01BA
H01BB01,demoxytocin,5,H01BB
H01BB02,oxytocin,5,H01BB
H01BB03,carbetocin,5,H01BB
H01CA01,gonadorelin,5,H01CA
H01CA02,nafarelin,5,H01CA
H01CB01,somatostatin,5,H01CB
H01CB02,octreotide,5,H01CB
H01CB03,lanreotide,5,H01CB
H01CB04,vapreotide,5,H01CB
H01CB05,pasireotide,5,H01CB
H01CC01,ganirelix,5,H01CC
H01CC02,cetrorelix,5,H01CC
H01CC03,elagolix,5,H01CC
H01CC54,"relugolix, estradiol and norethisterone",5,H01CC
H02AA01,aldosterone,5,H02AA
H02AA02,fludrocortisone,5,H02AA
H02AA03,desoxycortone,5,H02AA
H02AB01,betamethasone,5,H02AB
H02AB02,dexamethasone,5,H02AB
H02AB03,fluocortolone,5,H02AB
H02AB04,methylprednisolone,5,H02AB
H02AB05,paramethasone,5,H02AB
H02AB06,prednisolone,5,H02AB
H02AB07,prednisone,5,H02AB
H02AB08,triamcinolone,5,H02AB
H02AB09,hydrocortisone,5,H02AB
H02AB10,cortisone,5,H02AB
H02AB11,prednylidene,5,H02AB
H02AB12,rimexolone,5,H02AB
H02AB13,deflazacort,5,H02AB
H02AB14,cloprednol,5,H02AB
H02AB15,meprednisone,5,H02AB
H02AB17,cortivazol,5,H02AB
H02BX01,"methylprednisolone, combinations",5,H02BX
H02CA01,trilostane,5,H02CA
H02CA02,osilodrostat,5,H02CA
H02CA03,ketoconazole,5,H02CA
H03AA01,levothyroxine sodium,5,H03AA
H03AA02,liothyronine sodium,5,H03AA
H03AA03,combinations of levothyroxine and liothyronine,5,H03AA
H03AA04,tiratricol,5,H03AA
H03AA05,thyroid gland preparations,5,H03AA
H03BA01,methylthiouracil,5,H03BA
H03BA02,propylthiouracil,5,H03BA
H03BA03,benzylthiouracil,5,H03BA
H03BB01,carbimazole,5,H03BB
H03BB02,thiamazole,5,H03BB
H03BB52,"thiamazole, combinations",5,H03BB
H03BC01,potassium perchlorate,5,H03BC
H03BX01,diiodotyrosine,5,H03BX
H03BX02,dibromotyrosine,5,H03BX
H04AA01,glucagon,5,H04AA
H05AA01,parathyroid gland extract,5,H05AA
H05AA02,teriparatide,5,H05AA
H05AA03,parathyroid hormone,5,H05AA
H05AA04,abaloparatide,5,H05AA
H05BA01,calcitonin (salmon synthetic),5,H05BA
H05BA02,calcitonin (pork natural),5,H05BA
H05BA03,calcitonin (human synthetic),5,H05BA
H05BA04,elcatonin,5,H05BA
H05BX01,cinacalcet,5,H05BX
H05BX02,paricalcitol,5,H05BX
H05BX03,doxercalciferol,5,H05BX
H05BX04,etelcalcetide,5,H05BX
H05BX05,calcifediol,5,H05BX
J01AA01,demeclocycline,5,J01AA
J01AA02,doxycycline,5,J01AA
J01AA03,chlortetracycline,5,J01AA
J01AA04,lymecycline,5,J01AA
J01AA05,metacycline,5,J01AA
J01AA06,oxytetracycline,5,J01AA
J01AA07,tetracycline,5,J01AA
J01AA08,minocycline,5,J01AA
J01AA09,rolitetracycline,5,J01AA
J01AA10,penimepicycline,5,J01AA
J01AA11,clomocycline,5,J01AA
J01AA12,tigecycline,5,J01AA
J01AA13,eravacycline,5,J01AA
J01AA14,sarecycline,5,J01AA
J01AA15,omadacycline,5,J01AA
J01AA20,combinations of tetracyclines,5,J01AA
J01AA56,"oxytetracycline, combinations",5,J01AA
J01BA01,chloramphenicol,5,J01BA
J01BA02,thiamphenicol,5,J01BA
J01BA52,"thiamphenicol, combinations",5,J01BA
J01CA01,ampicillin,5,J01CA
J01CA02,pivampicillin,5,J01CA
J01CA03,carbenicillin,5,J01CA
J01CA04,amoxicillin,5,J01CA
J01CA05,carindacillin,5,J01CA
J01CA06,bacampicillin,5,J01CA
J01CA07,epicillin,5,J01CA
J01CA08,pivmecillinam,5,J01CA
J01CA09,azlocillin,5,J01CA
J01CA10,mezlocillin,5,J01CA
J01CA11,mecillinam,5,J01CA
J01CA12,piperacillin,5,J01CA
J01CA13,ticarcillin,5,J01CA
J01CA14,metampicillin,5,J01CA
J01CA15,talampicillin,5,J01CA
J01CA16,sulbenicillin,5,J01CA
J01CA17,temocillin,5,J01CA
J01CA18,hetacillin,5,J01CA
J01CA19,aspoxicillin,5,J01CA
J01CA20,combinations,5,J01CA
J01CA51,"ampicillin, combinations",5,J01CA
J01CE01,benzylpenicillin,5,J01CE
J01CE02,phenoxymethylpenicillin,5,J01CE
J01CE03,propicillin,5,J01CE
J01CE04,azidocillin,5,J01CE
J01CE05,pheneticillin,5,J01CE
J01CE06,penamecillin,5,J01CE
J01CE07,clometocillin,5,J01CE
J01CE08,benzathine benzylpenicillin,5,J01CE
J01CE09,procaine benzylpenicillin,5,J01CE
J01CE10,benzathine phenoxymethylpenicillin,5,J01CE
J01CE30,combinations,5,J01CE
J01CF01,dicloxacillin,5,J01CF
J01CF02,cloxacillin,5,J01CF
J01CF03,meticillin,5,J01CF
J01CF04,oxacillin,5,J01CF
J01CF05,flucloxacillin,5,J01CF
J01CF06,nafcillin,5,J01CF
J01CG01,sulbactam,5,J01CG
J01CG02,tazobactam,5,J01CG
J01CR01,ampicillin and beta-lactamase inhibitor,5,J01CR
J01CR02,amoxicillin and beta-lactamase inhibitor,5,J01CR
J01CR03,ticarcillin and beta-lactamase inhibitor,5,J01CR
J01CR04,sultamicillin,5,J01CR
J01CR05,piperacillin and beta-lactamase inhibitor,5,J01CR
J01CR50,combinations of penicillins,5,J01CR
J01DB01,cefalexin,5,J01DB
J01DB02,cefaloridine,5,J01DB
J01DB03,cefalotin,5,J01DB
J01DB04,cefazolin,5,J01DB
J01DB05,cefadroxil,5,J01DB
J01DB06,cefazedone,5,J01DB
J01DB07,cefatrizine,5,J01DB
J01DB08,cefapirin,5,J01DB
J01DB09,cefradine,5,J01DB
J01DB10,cefacetrile,5,J01DB
J01DB11,cefroxadine,5,J01DB
J01DB12,ceftezole,5,J01DB
J01DC01,cefoxitin,5,J01DC
J01DC02,cefuroxime,5,J01DC
J01DC03,cefamandole,5,J01DC
J01DC04,cefaclor,5,J01DC
J01DC05,cefotetan,5,J01DC
J01DC06,cefonicid,5,J01DC
J01DC07,cefotiam,5,J01DC
J01DC08,loracarbef,5,J01DC
J01DC09,cefmetazole,5,J01DC
J01DC10,cefprozil,5,J01DC
J01DC11,ceforanide,5,J01DC
J01DC12,cefminox,5,J01DC
J01DC13,cefbuperazone,5,J01DC
J01DC14,flomoxef,5,J01DC
J01DD01,cefotaxime,5,J01DD
J01DD02,ceftazidime,5,J01DD
J01DD03,cefsulodin,5,J01DD
J01DD04,ceftriaxone,5,J01DD
J01DD05,cefmenoxime,5,J01DD
J01DD06,latamoxef,5,J01DD
J01DD07,ceftizoxime,5,J01DD
J01DD08,cefixime,5,J01DD
J01DD09,cefodizime,5,J01DD
J01DD10,cefetamet,5,J01DD
J01DD11,cefpiramide,5,J01DD
J01DD12,cefoperazone,5,J01DD
J01DD13,cefpodoxime,5,J01DD
J01DD14,ceftibuten,5,J01DD
J01DD15,cefdinir,5,J01DD
J01DD16,cefditoren,5,J01DD
J01DD17,cefcapene,5,J01DD
J01DD18,cefteram,5,J01DD
J01DD51,cefotaxime and beta-lactamase inhibitor,5,J01DD
J01DD52,ceftazidime and beta-lactamase inhibitor,5,J01DD
J01DD54,"ceftriaxone, combinations",5,J01DD
J01DD62,cefoperazone and beta-lactamase inhibitor,5,J01DD
J01DD63,ceftriaxone and beta-lactamase inhibitor,5,J01DD
J01DD64,cefpodoxime and beta-lactamase inhibitor,5,J01DD
J01DE01,cefepime,5,J01DE
J01DE02,cefpirome,5,J01DE
J01DE03,cefozopran,5,J01DE
J01DF01,aztreonam,5,J01DF
J01DF02,carumonam,5,J01DF
J01DH02,meropenem,5,J01DH
J01DH03,ertapenem,5,J01DH
J01DH04,doripenem,5,J01DH
J01DH05,biapenem,5,J01DH
J01DH06,tebipenem pivoxil,5,J01DH
J01DH51,imipenem and cilastatin,5,J01DH
J01DH52,meropenem and vaborbactam,5,J01DH
J01DH55,panipenem and betamipron,5,J01DH
J01DH56,"imipenem, cilastatin and relebactam",5,J01DH
J01DI01,ceftobiprole medocaril,5,J01DI
J01DI02,ceftaroline fosamil,5,J01DI
J01DI03,faropenem,5,J01DI
J01DI04,cefiderocol,5,J01DI
J01DI54,ceftolozane and beta-lactamase inhibitor,5,J01DI
J01EA01,trimethoprim,5,J01EA
J01EA02,brodimoprim,5,J01EA
J01EA03,iclaprim,5,J01EA
J01EB01,sulfaisodimidine,5,J01EB
J01EB02,sulfamethizole,5,J01EB
J01EB03,sulfadimidine,5,J01EB
J01EB04,sulfapyridine,5,J01EB
J01EB05,sulfafurazole,5,J01EB
J01EB06,sulfanilamide,5,J01EB
J01EB07,sulfathiazole,5,J01EB
J01EB08,sulfathiourea,5,J01EB
J01EB20,combinations,5,J01EB
J01EC01,sulfamethoxazole,5,J01EC
J01EC02,sulfadiazine,5,J01EC
J01EC03,sulfamoxole,5,J01EC
J01EC20,combinations,5,J01EC
J01ED01,sulfadimethoxine,5,J01ED
J01ED02,sulfalene,5,J01ED
J01ED03,sulfametomidine,5,J01ED
J01ED04,sulfametoxydiazine,5,J01ED
J01ED05,sulfamethoxypyridazine,5,J01ED
J01ED06,sulfaperin,5,J01ED
J01ED07,sulfamerazine,5,J01ED
J01ED08,sulfaphenazole,5,J01ED
J01ED09,sulfamazone,5,J01ED
J01ED20,combinations,5,J01ED
J01EE01,sulfamethoxazole and trimethoprim,5,J01EE
J01EE02,sulfadiazine and trimethoprim,5,J01EE
J01EE03,sulfametrole and trimethoprim,5,J01EE
J01EE04,sulfamoxole and trimethoprim,5,J01EE
J01EE05,sulfadimidine and trimethoprim,5,J01EE
